nome,texto,data_post,palavra_chave,is_palavrao,cidade,sentiment,id_ref
@ferpirres,e a denuncia do Hacker de Bauru???,2024-10-24 23:58:05,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2886
@tauanaferrz,"Lembro do dia q gnt foi pra uma balada em Bauru e subimos no palco dançar e o segurança tirou nós kkkkk do dia do meu aniversário e ele ficou cmg até o dia clarear, das nossas idas no campo,dos conselhos, do dia q achei q tinha ladrao em casa e ele desceu correndo ver ",2024-10-24 22:32:08,seguranca,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2887
@gabysleonys,"so deus sabe o quanto eu odeio pessoas que respondem ""golpe"" no grupo de venda de festas daqui de bauru

meu amor eu nao tenho a obrigação de saber se vcs sao amigos e tao brincando ou se realmente eh golpe",2024-10-24 16:14:00,golpe,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2888
@BlogdoNoblat,"'Só pedia misericórdia', diz mãe agredida por policiais  em velório de filho em Bauru (SP).  Ao menos cinco PMs entraram no velório e tentaram render o irmão de um dos mortos, que teria participado de confronto com a polícia (uol)",2024-10-24 14:39:53,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2889
@g1bauru,"Polícia investiga negligência médica em caso de aborto de adolescente de 14 anos em Duartina 
http://glo.bo/3NDRx3G

#g1 #Duartina",2024-10-23 12:27:23,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2890
@g1bauru," Assassinato em Lins
Após suspeita de HIV, mulher é levada a canavial e morta a pedradas por homens ao se negar fazer teste http://glo.bo/3AcL9gP #g1bauru",2024-10-22 16:54:52,assassinato,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2891
@AndreC_neto,"Eu sou de Bauru. A polícia ainda esclareceu o pq entrou no velório.
Independente de ser bandido, entrar num velório sem mandado é uma atrocidade.
Se tivesse mandado ok, bandido é cúmplice tem q se fuder.
Mas não podemos aplaudir excesso, se fosse velório de rico será q entrariam?",2024-10-22 16:29:04,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.2892
@em_pintar,"Talvez a moça do vídeo seja eleitora desse tipo aí, do Ricardo Nunes e seu vice. Vota para que a polícia de Tarcísio de Freitas invada o velório e bata na mãe q perdeu o filho (Bauru). 
Bom, espero que ela tenha melhorado..",2024-10-22 05:31:11,policia,False,Bauru,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3007
@VortexBrito,"A polícia fez uma coisa que nem mesmo o código de ética das facções,se existe algum,faria, que é o de invadir o velório de um provável ""meliante"" e descer a lenha em toda a família e em todos que ousaram derramar uma lágrima pelo ""marginal"". Esse ato de ""bravura"" se deu em Bauru",2024-10-21 17:08:07,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3008
@Alex_stone_,"Uma coisa eu falo da polícia, sou pardo, pobre, cresci numa vila de pobre de Bauru/SP e nunca fui desrespeitado pela polícia... 
Mas também nunca desrespeitei policiais...",2024-10-21 16:15:49,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3009
@PortalAtanews,Polícia Rodoviária apreende quase 600 quilos de entorpecentes em abordagens na SP-300 em Bauru e Pirajuí,2024-10-21 12:05:23,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3010
@_____dalilahhh_,"imagine que vc mora em bauru e a Suellen Rosim do PSD se REELEGEU
umas semanas depois baep matando e esculachando em velório, vários cantos da cidade sem água, policiamento de distopia 
bem vindo a Berlim 1939 do interior",2024-10-21 11:31:59,policiamento,False,Bauru,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3011
@IvanValente,"REVOLTANTE! PM DE TARCISIO NÃO RESPEITA NINGUÉM! Em Bauru, vários policiais invadiram velório de homem que eles mesmos mataram e agrediram os familiares! Basta de fascismo, isto não é polícia, é MILÍCIA!",2024-10-20 23:48:30,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3012
@CarlosMarquesL3,"Tarcísio (REP) recebeu mais votos em Bauru (SP). Foram 118.630 votos (60,96% do total da cidade). De certa forma endossaram a polícia violenta. Mas isso não exime o MP/SP de sua função de fiscalização da polícia, algo que não fazem!",2024-10-20 22:05:09,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3013
@RafaelLustoza_,"O caso foi registrado como morte decorrente de intervenção policial, tráfico de drogas, associação para o tráfico, localização/apreensão de objeto e tentativa de homicídio pela Delegacia Seccional de Bauru… - Veja mais em",2024-10-20 20:20:36,homicidio,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3014
@camarotedacpi," LUTO INTERROMPIDO

PMs são investigados por agredir familiares em um velório em Bauru, SP, após a morte de dois jovens em confronto com a polícia. Imagens mostram a mãe de um dos jovens sendo arrastada e jogada ao chão ao tentar proteger seu outro filho, que foi preso por",2024-10-20 18:33:17,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3015
@folha,PMs são investigados por invadirem velório e agredirem família de jovem morto em SP. Caso ocorreu em Bauru após duas pessoas morreram em confrontos com a polícia; corporação instaurou inquérito  Leia mais em https://mla.bs/e8865128,2024-10-20 18:07:57,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3016
@lehousado,Esse caso aconteceu em bauru e todos os PM já foram limpar viatura segundo o secretário de segurança...de são Paulo,2024-10-20 15:26:38,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3017
@EvanirNegroni,"Taí...Bauru é umas das cidades mais bolsonarista do interior paulista e votou em peso no Tarcísio e sua gang da ""segurança pública"".",2024-10-20 15:07:23,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3018
@krv43147095,Bauru é terra de minion. Aqui a polícia faz o que quer e ainda é aplaudida pela população.,2024-10-20 06:53:51,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3019
@domenique2022,"Diga algum instrumento na lei que dá legalidade a Polícia Miitar de ter esse tipo de ação, Doutor. Vamos prove que Bauru tem boa universidade de Direito, lambe cuturno",2024-10-20 04:45:51,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3020
@giovanabaltas,"Foi aqui em Bauru SP, o irmão foi morto na boca de fumo, a polícia foi no velório buscar o moço, e foi isso aí.",2024-10-20 02:27:11,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3021
@Alex_Shtv,"Observem a chamada cafajeste do jornalismo globo através do 
@g1
 do caso das agressões da polícia fascista de Tarcísio em velório em Bauru. 
Este é o veículo que se diz isento e democrático. 
Na verdade,  são bolsonaristas disfarçados de democratas.  g1.globo.com/sp/bauru-marilia/noticia/2024/10/18/mae-e-irmao-de-jovem-morto-durante-acao-policial-se-envolvem-em-confusao-e-sao-agredidos-por-pms-no-velorio-dele-em-bauru-video.ghtml…",2024-10-19 18:36:16,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3135
@Gustavramski_,"Não satisfeita em assassinar um rapaz em Bauru /SP, a PM  despreparada, corrupta e violenta do 
@tarcisiogdf
 resolveu invadir o velório e agredir familiares do morto 
- Quem precisa de polícia!? ",2024-10-19 17:42:46,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3136
@NeyBauru,Eu ainda tenho vômitos qdo ouço alguém chamar de tentativa de golpe de estado um protesto com alguns vândalos infiltrados. Sem falar que estavam sem armas e com os três poderes vazio.,2024-10-19 14:13:42,golpe,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3137
@enf_intensiva,A polícia fascista do Tarcísio invadiu o velório de um rapaz de 18 anos morto pelo Batalhão de Operações Especiais e Bauru e agrediu todos os que estavam presentes inclusive a mãe do falecido. O irmão foi preso por “desacato”,2024-10-19 13:34:16,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3138
@JojoGerbr,"Por isso q a PM paulista está fazendo justiça com as próprias mãos.Em Bauru a PM intimidou todos num velório,prendeu o irmão do morto,ameaçou a mãe, o q estão fazendo com nossos polícias?Desumanisando-os?
O bandido já foi morto e a família tem que ser punida? Voltamos ao séc XIX?",2024-10-19 12:44:05,bandido,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3139
@DCLS45,"#SP2 Bournier já que você achou que o policial de  Bauru foi truculento, então vai você pedir pedagogicamente  para que o meliante se entregue. Respeite o trabalho da polícia!!!",2024-10-18 22:41:25,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3140
@valdoresende,"Polícia arma reboliço em Bauru,  no interior de São Paulo,  durante um velório. Total falta de limites.",2024-10-18 22:34:58,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3141
@DlEGOPALA,sofri uma tentativa de assalto tentaram me vender um Bauru de 8 reais,2024-10-18 11:25:16,assalto,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3142
@Antonio25038170,"pERFEITO tARCISIO! ESTA CERTISSIMO! SOBRE A ANEEL E O GOVERNO FEDERAL! PARABENS!!!!
aGORA APROVEITA O DERRITE AI DO TEU LADO E MANDA INVESTIGAR  CORRETAMENTE O KASSAB E O HACKER DE BAURU!!!! 
VAI ENCARAR E FALAR GROSSO OU VAI DAR GUARIDA AO CRIME?????
@tarcisiogdf",2024-10-15 19:38:26,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3143
@Metropoles," Polícia identifica 3ª vítima de queda de muro que matou mãe e filho

As três vítimas morreram em Bauru, durante o forte temporal que atingiu o estado de SP na noite da última sexta-feira (11/10)

Leia: https://curt.link/EWgKo",2024-10-15 16:00:58,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3144
@nasdaki_wagner,"https://youtu.be/rXQJ1b75Ptc?si=qOmgtitd_l-X3VbU… ... A Querida Rainha teria escolhas ... 
@EmbaixadaChina
 (
@policiafederal
 , 
@Policia_Civil
  Foto música local , Suicídio , Pelé Bauru)",2024-10-13 08:00:09,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3145
@OlharAnimal,"Uma mulher foi presa após uma denúncia de maus-tratos a animais no centro de Bauru, SP, na tarde de terça-feira (8). Os policiais foram até a residência da suspeita e verificaram que as denúncias eram verdadeiras.",2024-10-13 02:04:51,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3146
@k_444rrrmmm444,"O integra foi cancelado pra segurança das pessoas pq só quem é de bauru sabe como essas chuvas são perigosas e imprevisíveis e as pessoas ""acabou o Inter"" kkkkkkkkkk a ÚNICA coisa sensata q os cara faz geral cai matando pqp",2024-10-12 00:48:31,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3147
@Glauminas2,"Bauru me poupe né? O crime já era para ter acontecido, agora não me venha com falsas esperanças e não me invente de atrasar o jogo do Minas",2024-10-11 23:54:26,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3148
@Metropoles,"Justiça decreta prisão preventiva de ex-presidente da Apae de Bauru

Roberto Franceschetti Filho é o principal suspeito no assassinato de Cláudia Lobo. Prisão temporária terminaria neste domingo (13/10)

Leia: https://curt.link/GQpbe",2024-10-11 19:59:43,assassinato,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3292
@g1bauru,"Recepcionista denuncia mensagens racistas de colegas de trabalho em Bauru: 'Nega feia'
==> http://glo.bo/3zXYZDF 

#g1 #Bauru #Racismo",2024-10-10 19:08:39,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3293
@ittlegrl,"levo, hoje vou na unisagrado em bauru",2024-09-19 10:26:14,,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3294
@SheilaSilv21054,Esse Kassab com essa cara enrustida é na verdade um bandido da pior espécie...pesquisem sobre a história do hacker que a rádio bauru denunciou....vcs verão quem é esse bandido,2024-09-18 13:39:54,bandido,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3295
@Infojurid,"Após denúncia do MPF, Justiça condena organização criminosa que contrabandeava cigarros para interior de SP: Produtos vindos do Paraguai eram vendidos em Bauru, Lins e outras cidades; grupo foi investigado na Operação Mortalha http://dlvr.it/TD8Z2R #infojurid #mpf",2024-09-12 15:01:38,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3296
@Gui_BauruSp,Se grita pega ladrão não fica 1 meu irmão ...,2024-09-06 15:48:36,ladrao,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3297
@mataourgentebot," Alerta de queimadas e calor extremo em Matão, Araraquara e Bauru!  Humidade do ar abaixo de 20%. Lembrando, colocar fogo no mato é crime! #PrevençãoAoFogo #HidrateSe 

https://tinyurl.com/4fvkmzsr",2024-09-04 14:01:16,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3298
@mataourgentebot," Alerta de calor extremo e risco de incêndios em Matão, Araraquara e Bauru! Hidrate-se e evite queimadas, é crime! #PrevençãoAIncêndios #CalorEmSP 

https://tinyurl.com/4fvkmzsr",2024-09-04 12:02:58,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3299
@defesacivilsp,"15:00 - Baixa Umidade Relativa do Ar em Bauru. Mantenha-se hidratado, bebendo bastante água. Não coloque fogo no mato, isso é crime! Como proceder: http://bit.ly/dcspestiagem #DefesaCivilProtegeVoce",2024-09-02 18:07:17,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3300
@defesacivilsp,"10:00 - Risco elevado para incêndios florestais nas regiões de Araraquara e Bauru. Redobre a atenção em áreas de vegetação seca. Não coloque fogo no mato, isso é crime ambiental! Como proceder: http://bit.ly/dcspestiagem #DefesaCivilProtegeVoce",2024-09-02 13:18:32,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3301
@defesacivilsp,"15:10 - Baixa Umidade Relativa do Ar em Bauru. Mantenha-se hidratado, bebendo bastante água. Não coloque fogo no mato, isso é crime! Como proceder: http://bit.ly/dcspestiagem #DefesaCivilProtegeVoce",2024-08-31 19:02:53,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3302
@Enbauru,Lula ladrão!,2024-08-31 02:04:02,ladrao,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3303
@luishjr,as chiquititas cometendo o crime lá em Bauru mas dando umas leves surtadas no fim do set kkkk faz parte da idade,2024-08-31 00:10:37,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3304
@JOOREGI1,"Só na sua cabeça que o povo deveria ir as ruas por causa de censura dos urubus de toga!

A quadrilha petista arrombando as finanças federais com roubo e má administração e o bar aqui em Bauru SP do lado de casa lotado!!! 
Que planeta vc estava???",2024-08-30 22:48:30,roubo,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3305
@g1bauru,"Com ajuda de cão farejador, polícia apreende mais de 12 mil pinos, porções e sacos de drogas no interior de SP http://glo.bo/3z7xWVW #g1 #Marília",2024-08-30 15:22:54,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3306
@SANTAJOIASESEM1,"Polícia Militar prende criminoso por tráfico de drogas em Bauru/SP 
#botunoticia
https://botunoticia.com.br/2024/08/na-noite-desta-terca-feira-27-policiais.html…",2024-08-29 13:57:18,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3307
@criscarvalhom68,"Mas ele abriu investigação agora, pq tem uma denúncia do vereador Eduardo Borgo, de Bauru. Não exatamente da tentativa de assassinato, pq essa é federal, mas de outras coisas que levam ao mesmo fim.",2024-08-29 10:10:25,denuncia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3308
@livia14009,"Vou estudar a cartilha para sanar algumas dúvidas. Para ir a USP tenho que me mudar de estado e meus pais preferem uma cidade mais segura e de interior, estou com dúvidas a respeito de Bauru ou Ribeirão Preto, mas vi que Ribeirão é mais desenvolvido, só não sei quanto à segurança",2024-08-29 01:34:17,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3309
@Carlos_Yoshio1,"VÍDEO: presidente da Apae matou funcionária após trocar de lugar com ela no carro, diz polícia | Bauru e Marília | G1",2024-08-28 22:16:56,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3310
@PMESP,"Polícia Militar prende criminoso por tráfico de drogas em Bauru/SP
Confira: https://x.gd/DOgnS",2024-08-28 20:26:31,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3311
@livia14009,"Vou estudar a cartilha para sanar algumas dúvidas. Para ir a USP tenho que me mudar de estado e meus pais preferem uma cidade mais segura e de interior, estou com dúvidas a respeito de Bauru ou Ribeirão Preto, mas vi que Ribeirão é mais desenvolvido, só não sei quanto à segurança",2024-08-29 01:34:17,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3453
@Carlos_Yoshio1,"VÍDEO: presidente da Apae matou funcionária após trocar de lugar com ela no carro, diz polícia | Bauru e Marília | G1",2024-08-28 22:16:56,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3454
@PMESP,"Polícia Militar prende criminoso por tráfico de drogas em Bauru/SP
Confira: https://x.gd/DOgnS",2024-08-28 20:26:31,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3455
@g1bauru,Polícia Federal inaugura nova sede em Marília após antiga ser desativada http://glo.bo/3XiJTBv #g1 #Marília,2024-08-28 20:26:18,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3456
@LauradeMarca,"Minha filha,  o crime acontece em São Paulo.  O hacker foi contratado pela prefeita de Bauru.  E em sequência pelo secretário Kassab.  
Não fale bobagens",2024-08-28 18:26:37,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3457
@docecamille,E não é que o pano de fundo do crime da secretária da Apae Bauru era o que imaginei?,2024-08-28 17:22:01,crime,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3458
@VictorCorraPir1,"Ele foi procurado pela rádio auri verde bauru para investigar o caso , porém ele não quis nem receber a denuncia do polícia civil que andou investigando sem autorização jornalistas , a situação é grave !",2024-08-28 15:54:49,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3459
@VictorCorraPir1,"Não adianta apenas falar que é fake ele precisa provar isso ! Ele disse ao vereador Borgo de bauru que antes de chegar nele passaria por 10 pessoas , isso é coisa que se fale ? Realmente a direita nesse país tá complicada viu ! Agente defende a polícia mas eles não ajudam muito",2024-08-28 15:39:59,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3460
@sbtnews," Suspeito de matar secretária da APAE de Bauru tentou despistar investigação #sbtnews 

Polícia confirmou que Cláudia Lobo foi assassinada pelo presidente da entidade, Roberto Franceschetti Filho",2024-08-28 12:45:00,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3461
@EB38998442,"O que o Sr tem a dizer sobre o episódio com o vereador Borgo, de Bauru, na investigação do hacker e Adélio Bispo? O Sr vai se omitir???? Atenção 
@allanldsantos
 @AnaPaulaVolei
 @CarlosBolsonaro
 @BolsonaroSP
 um elefante entrou na sala do atual secretário de segurança pública! ",2024-08-28 11:40:33,seguranca,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3462
@AlexEngCivil1,"Oh Secretário de Segurança Pública de São Paulo, 
@DerriteSP
, o que está por trás da sua negativa em atender o Vereador de Bauru/SP em relação às informações sobre o atentado que quase matou o Presidente 
@jairbolsonaro
?!",2024-08-27 23:53:53,seguranca,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3463
@AmericaC3,"Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia",2024-08-27 23:45:33,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3464
@VeraPTelles1,"Meu Deus! É muita podridão junta! Sou de Bauru/SP, acompanho de perto o trabalho da ""Auriverde"" pois a emissora é daqui da cidade. Já havia visto tal denúncia. PF se for verdade, a PF está cooptada há  tempo do q eu supunha!",2024-08-27 21:42:34,denuncia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3465
@PMESP,"Polícia Militar prende homem por tráfico de drogas em Bauru/SP.
Confira:https://x.gd/huUTN",2024-08-27 17:10:23,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3466
@marisascruz,"IMPORTANTE que a POLÍCIA INVESTIGATIVA Descubra tudo, sobre DinDin e Diretor da APAE-Bauru.",2024-08-27 15:33:56,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3467
@sbtjornalismo,"Câmera flagrou provável assassinato de funcionária da APAE de Bauru (SP) #sbtnews 

Má gestão, disputa de poder e desvio de verba são motivações para o crime, segundo a polícia",2024-08-27 14:00:02,assassinato,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3468
@BandJornalismo,"A polícia confirmou que a secretária-executiva da Apae de Bauru, Claudia Lobo, que estava desaparecida desde o dia 6 de agosto, foi assassinada pelo presidente da empresa, Roberto Franceschetti Filho",2024-08-27 13:36:34,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3567
@painelpolitico,Funcionária da APAE de Bauru é assassinada e polícia aponta presidente da entidade como autor,2024-08-27 13:27:43,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3568
@blangeani,"A 
@Policia_Civil
 ainda não tem certeza da motivação, mas já concluiu que a Pistola Taurus 380 registrada pelo autor do crime na 
@policiafederal
 foi a responsável pelo único disparo que matou Claudia Lobo, funcionária da APAE de Bauru.",2024-08-27 13:07:21,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3569
@marquecelso18,"Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia",2024-08-27 12:35:30,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3570
@leandrodosanjos,"AMIGOS DO GOVERNADOR...

Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia",2024-08-27 03:10:03,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3571
@leandrodosanjos,"Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia",2024-08-27 03:06:23,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3572
@nickandrei,Polícia desvenda assassinato de secretária-executiva da Apae de Bauru - Metrópoles http://dlvr.it/TCQ3sp,2024-08-27 01:19:17,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3573
@alinefortuna2,"Que caso bizarro e triste, e ainda envolvendo a APAE

 ""A principal linha de investigação é uma disputa de poder pela presidência [da Apae. Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia”",2024-08-26 23:49:49,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3574
@g1bauru,"Polícia apreende mais de 1,8 mil simulacros de armas de fogo com passageiro de ônibus interestadual http://glo.bo/3T5Bz5s #g1 #Bauru",2024-08-26 23:02:30,policia,False,Bauru,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3575
@sandrabeta0,"Funcionária da Apae de Bauru foi morta por disputa de poder e desvio financeiro, diz polícia",2024-08-26 22:51:35,policia,False,Bauru,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.A7C407B8418975E60EE438A832CF7723.e.3576
